Agency Name,Project Name,Start Date,Completion Date (B1),Lifecycle Cost,Planned Cost ($ M),Projected/Actual Cost ($ M)
Department of Health and Human Services,FDA ORA RBIS Data Evaluation and Recommendations,12/09/2011,30/04/2012,0.275,0.275,0.303
Department of Commerce,IT Refresh,15/08/2011,30/09/2012,0.275,0.275,0.285
Social Security Administration,FY12 - MGMT O/H,01/10/2011,30/09/2012,0.27222,0.27222,0.27222
Nuclear Regulatory Commission,Enterprise Interface Gateway,03/01/2011,30/09/2011,0.271,0.271,0.271
Department of Labor,FY12 e.LORS Sytem Enhancements,01/10/2011,30/09/2012,0.27,0.27,0.271
Department of Homeland Security,CLAIMS 3 ICMS R1.18,14/11/2011,03/04/2012,0.27,0.27,0.146
Department of the Treasury,Fiscal Year End 2011,15/09/2011,31/12/2011,0.27,0.27,0.260313
Department of Education,"ERIC Systems Development, Modernization, and Enhancements",01/10/2011,30/09/2012,0.27,0.27,0.17
Department of Commerce,Data Center Facilities Management Work Flow,09/12/2010,16/02/2012,0.27056,0.26656,0.27052
National Science Foundation,Future NSF,01/07/2012,30/09/2012,0.265,0.265,0.283
Small Business Administration,PROJ: Data Center Consolidation,08/08/2011,31/12/2014,15.1,0.2625,0.2625
Department of Labor,Software Licenses Purchase Resources,01/07/2012,30/09/2012,0.260251,0.260251,0.260251
Department of Health and Human Services,EHB - Applications CCR Validation,05/01/2012,31/05/2012,0.26,0.26,0.315
General Services Administration,FY11 FAIM,01/07/2011,30/09/2011,0.26,0.26,0.26
Department of Health and Human Services,E-Employer Search With NDNH,04/04/2012,25/10/2012,0.258,0.258,0.259
Department of Energy,Dashboard,01/10/2011,30/09/2012,0.257,0.257,0.257
Department of Agriculture,ePACS: Visitor Management Solution,01/01/2012,30/09/2012,0.256,0.256,0.256
Department of Labor,MAINTENANCE - SWITCH/ROUTER UPGRADE PHASE III,04/03/2011,30/12/2011,0.254,0.254,0.254
Department of Health and Human Services,EHB - BPMS - Release FY 2011,10/12/2010,27/06/2011,0.253,0.253,0.253
Department of Health and Human Services,EHB - BPMS - Standalone Modules,15/09/2010,06/09/2011,0.253,0.253,0.253
Department of Labor,Completion of Normalization Activities (Phase 5 Closeout),19/12/2011,22/03/2012,0.251938,0.251938,0.251938
Department of Veterans Affairs,Notification of Teratogenic Drugs,21/03/2011,12/04/2013,2.4,0.250549,0.250549
National Aeronautics and Space Administration,Integration with the Security Operations Center,01/06/2011,02/01/2012,0.25,0.25,0.25
Department of Homeland Security,Cognos 10 upgrade,16/04/2011,01/07/2012,0.25,0.25,0.25
Department of Homeland Security,Predictive Analytics Capability,01/09/2009,15/06/2012,0.25,0.25,0.089
Department of Transportation,G - Planning For Future Segments,01/10/2011,30/09/2014,1,0.25,0.275
Department of the Treasury,Legislative Tax Form Changes,01/03/2012,28/02/2013,0.25,0.25,0.25
Department of the Treasury,Annual Legislative Changes,01/03/2012,28/02/2013,0.25,0.25,0.25
General Services Administration,FY11 Enterprise Service Business,01/03/2011,30/09/2011,0.25,0.25,0.25
General Services Administration,FY12 Enterprise Business,01/10/2011,30/09/2012,0.25,0.25,0.25
Department of State,Expendables,01/10/2010,28/09/2012,1.45,0.25,0.317912
Department of Education,SIEM implementation,15/06/2012,30/10/2012,0.25,0.25,0.25
Department of Veterans Affairs,Equal Employment Opportunity-Alternate Dispute Resolution (EEO-ADR) Dashboard,01/06/2011,02/03/2012,0.54,0.249,0.249
Department of Veterans Affairs,Labor Management Relations Tracking System (LMR),02/02/2011,24/02/2012,0.31,0.249,0.249
Department of Commerce,CPC classification in search systems,20/10/2011,13/04/2012,0.24878,0.24878,0.24878
Department of Commerce,OIT General system support,03/10/2011,28/09/2012,2.8,0.248,0.248
Department of Energy,Back End Infrastructure,01/10/2011,30/09/2012,0.248,0.248,0.248
Nuclear Regulatory Commission,BASS Continuous Monitoring,03/10/2011,28/09/2012,0.244,0.244,0.262023
Department of Transportation,COTS Workflow Software Phase 1 Tech Refresh,01/06/2011,30/09/2014,5.31,0.242,0.133978
General Services Administration,Lightweight credentialing acquisition,09/01/2012,31/08/2012,0.242,0.242,0.242
Department of Education,AIMS Implementation,02/08/2011,31/01/2012,0.367,0.241,0.239
Department of Commerce,IT Facility West Network Cabling,12/01/2011,26/10/2011,0.24842,0.2402,0.20196
Department of Energy,Data Mart Usability,15/11/2011,30/09/2012,0.24,0.24,0.24
Department of Homeland Security,Telework Expansion (Citrix Enterprise Telework Project),01/10/2011,30/09/2012,3.223,0.237,0.237
National Archives and Records Administration,Develop and Implement Increment 5 - Reports.,17/09/2011,16/09/2012,0.237,0.237,0.236
Department of Homeland Security,FAS 3.10,01/09/2011,12/12/2011,0.328,0.237,0.252
Department of Veterans Affairs,Dual Eligible System Enhancements,01/03/2012,30/09/2015,7,0.235417,0.235417
Department of Homeland Security,Enterprise Applications,01/07/2011,25/07/2012,0.234,0.234,0.234
General Services Administration,OCMS - QC Function Enhancement,15/11/2010,30/09/2011,0.233,0.233,0.233
Department of the Interior,LCDCSS SCADA (SS) Maintenance Program Project,15/06/2011,31/12/2012,0.23,0.23,0.23
Department of Commerce,Jboss Production Beta,09/02/2011,27/01/2012,0.22943,0.22943,0.22943
General Services Administration,AAS CAB Enhancements,01/10/2011,31/05/2012,0.227,0.227,0.242
General Services Administration,GWAC CAB Enhancements,01/10/2011,31/05/2012,0.227,0.227,0.229
Department of Veterans Affairs,Annual Surgery Updates (ASU),01/10/2009,20/04/2012,5.6,0.224559,0.292548
Department of Transportation,SLSDC HSPD-12 Implementation,01/10/2011,30/09/2012,0.224,0.224,0.224
Department of Commerce,TRDM 2 0 Altiris Update,31/01/2012,28/09/2012,0.25025,0.22368,0.21353
Environmental Protection Agency,Project Management,01/10/2011,30/09/2012,0.2218,0.2218,0.2218
Social Security Administration,FY12 Health Savings Account - Main,01/10/2011,30/09/2012,0.22158,0.22157,0.23491
General Services Administration,DLMS Pilot Deployment,01/12/2011,30/04/2012,0.221177,0.221177,0.221177
Department of Health and Human Services,OS WEB Mgt - News and Syndication Integration,01/06/2011,31/05/2012,0.229,0.22,0.22
Department of Commerce,WCOSS IT Security,15/02/2012,14/02/2017,0.675,0.219,0.216
Department of Labor,Procurement,23/09/2011,30/09/2011,0.21608,0.21608,0.21608
Department of Health and Human Services,EHB - ADR - September 2012 Release,11/06/2012,14/09/2012,0.213,0.213,0.141
Department of the Interior,ePlanning Phase 2.0.3,01/07/2011,30/09/2012,1.061,0.2122,0.2122
General Services Administration,Sub-K Release,01/10/2011,31/03/2012,0.212005,0.212005,0.212005
Department of Labor,Maintenance - PPI Sampling Subsystem Upgrade,02/04/2012,28/09/2012,0.212,0.212,0.212
Department of the Interior,Stage 4 Core Records Management System Deployment,01/10/2010,31/12/2012,1.22,0.212,0.197109
Department of Labor,DOL Events Management Platform,19/01/2011,21/10/2011,0.33,0.211988,0.103087
Department of Health and Human Services,EHB - DGIS Data Entry 2012,01/03/2012,01/09/2012,0.208,0.208,0.329
Department of Energy,Asset Suite Work Package Upgrade,01/10/2011,30/09/2012,0.208,0.208,0.203728
Department of Labor,Technical Improvements,03/01/2012,29/02/2012,0.20776,0.20776,0.20776
Nuclear Regulatory Commission,ADAMS Dependent Application Migration to FileNet P8 Platform (Phase 1),01/10/2010,30/09/2011,1.1,0.206,0.224
Department of Transportation,Training - Train the Trainer and Training Materials,03/10/2011,28/09/2012,0.205024,0.205024,0.098638
Department of Homeland Security,Maintenance Releases BY 11 Q4,01/09/2011,30/09/2011,0.204,0.204,0.204
Social Security Administration,Non-DCS Support,03/10/2011,30/09/2012,0.203546,0.203546,0.203543
Social Security Administration,Appointed Representative Maintenance,03/10/2011,30/09/2012,0.20088,0.20088,0.35236
Department of the Interior,TAAMS A and D,01/10/2011,31/05/2012,0.2001,0.2001,0.2001
Nuclear Regulatory Commission,Construction Inspection Sites Operations,07/10/2011,31/08/2012,0.2,0.2,0.2
Department of Homeland Security,Data Quality capability,15/04/2010,30/04/2012,0.2,0.2,0.2
Department of Agriculture,FY2011 Year End Reporting,01/10/2011,31/12/2011,0.2,0.2,0.2
Department of Homeland Security,Release 8.5.0.1,01/11/2011,30/06/2012,0.2,0.2,0.2
Department of Veterans Affairs,STS - VA Enterprise Terminology Services (VETS),29/07/2011,01/10/2012,0.918,0.2,0.21
Social Security Administration,FY12 - Non-DCS Support,01/10/2011,30/09/2012,0.2,0.2,0.1962
Department of the Treasury,Re-engineering MS/5 exit,17/10/2011,30/12/2011,0.2,0.2,0.388
Social Security Administration,FY12 - Non-DCS Support,01/10/2011,30/09/2012,0.2,0.2,0.19622
Office of Personnel Management,Acquistion Services,03/10/2011,28/09/2012,0.2,0.2,0.2
General Services Administration,ROCIS GUI Upgrade - Phase I,01/09/2011,31/07/2012,0.456,0.2,0.2
Department of Commerce,CAI Integration,01/10/2011,01/02/2012,0.2,0.2,0.2
U.S. Army Corps of Engineers,IPv6 Transition,01/07/2010,30/09/2015,1.206,0.2,0.1785
Department of Labor,IT Modernization Enterprise Architecture,01/10/2010,30/09/2011,1.598,0.2,0.2
National Aeronautics and Space Administration,FY12 Nebula Cloud Services DME,01/04/2012,30/09/2012,0.2,0.2,0.2
Department of Commerce,Train Team Members in Agile Phase II,01/10/2011,28/09/2012,0.2,0.2,0.2
Department of Energy,HQ-PKI,03/10/2011,27/09/2013,0.2,0.2,0.2
General Services Administration,EO Meeting Support,01/08/2011,31/07/2012,0.1997,0.1997,0.1997
Department of Health and Human Services,EHB - TVIS Data Entry 2012,22/10/2010,31/03/2011,0.198,0.198,0.062
Social Security Administration,FY12 - Non-DCS Support,03/10/2011,30/09/2012,0.19621,0.1962,0.1962
Social Security Administration,Non-DCS Support,03/10/2011,30/09/2012,0.19621,0.1962,0.18658
Social Security Administration,FY12 - Non-DCS Support,01/10/2011,30/09/2012,0.19621,0.1962,0.1962
Social Security Administration,FY12 MSA non-DCS Support,03/10/2011,30/09/2012,0.19621,0.1962,0.1962
Department of State,Contingency to support the e-Gov Travel Service II (ETS2) initiative,01/01/2011,30/09/2011,0.194,0.193375,0.08308
Department of Veterans Affairs,Distribution of Mental Health Clinical Reminders,03/01/2011,30/09/2013,1.991782,0.193121,0.193121
Department of Health and Human Services,MAS Level 3 Task Based User Interface Phase 1,27/09/2010,31/01/2012,0.194,0.193,0.191
Department of Commerce,Web Services,01/12/2011,29/09/2017,23.04,0.189,0.189
Department of Veterans Affairs,Resident Assessment Instrument-Minimum Data Set 3_0 Implementation (RAI-MDS 3_0),26/01/2011,29/06/2012,0.75,0.1875,0.1875
Department of Commerce,DR Program Support FY12,16/12/2011,18/12/2012,0.185,0.185,0.185
Department of Veterans Affairs,National Teleradiology Program,01/10/2009,21/02/2012,1.937422,0.184,0.093317
Department of Transportation,Remedy 7.6 Implementation,15/06/2010,04/04/2011,0.198,0.184,0.208
Department of Agriculture,End User Devices - Enterprise User Mobility: Planning,15/06/2012,14/12/2012,0.182509,0.182509,0.182509
Department of Homeland Security,Sustainment and Releases,11/01/2012,28/08/2013,0.194,0.181,0.218
Environmental Protection Agency,Acquisition Strategy and Management,01/10/2011,30/09/2012,0.181,0.181,0.181
Department of Energy,Q1/Q2 Spinout - IDW/iPortal,01/10/2011,31/03/2012,0.181,0.181,0.1705
Department of Labor,Conversion Efforts,01/10/2011,30/09/2012,0.180626,0.180626,0.180626
Nuclear Regulatory Commission,EPM 11.1.2.1 Upgrade,05/07/2011,30/09/2011,0.181,0.18,0.179
Department of Health and Human Services,EHB - Nurse Managed Health Clinics,12/07/2012,28/09/2012,0.18,0.18,0.18
Department of Commerce,NEXRAD Software,06/09/2010,26/10/2012,0.33,0.18,0.18
Department of Commerce,SPG Software,05/08/2011,01/08/2012,0.18,0.18,0.18
Nuclear Regulatory Commission,Reactor Program System (RPS) Maintenance Release FY11,01/10/2010,30/09/2011,0.1795,0.1795,0.1666
Department of Homeland Security,NFC VPN,24/10/2011,31/07/2013,0.179,0.179,0.179
Department of Agriculture,Virtualization,01/10/2011,31/03/2012,0.179,0.179,0.179
Department of Transportation,AeroNav Products Workflow System (APWS),01/05/2012,30/06/2013,0.25,0.178478,0.178478
Department of Veterans Affairs,VAM Health Resource Center (HRC) Phase II,28/04/2011,30/09/2014,47.256105,0.177984,0.177984
Department of Health and Human Services,FSF Portal PIV Card Implementation,06/09/2011,13/01/2012,0.178,0.177,0.177
Department of Commerce,Consolidated Infrastructure Logging,15/08/2011,31/03/2012,0.175,0.175,0.185
Department of the Interior,"FY 2012 DME - Viewer, Map Services and Data Download Enhancements",03/10/2011,28/09/2012,0.175,0.175,0.175
Department of the Interior,"FY 2011 DME - Viewer, Map Services and Data Download Enhancements",01/10/2010,30/09/2011,0.175,0.175,0.204
Department of Commerce,NCDC System Virtualization,01/07/2011,30/09/2014,0.5,0.175,0.15
Department of Commerce,FY12 Tech Refresh Cloud Forms IaaS Implementation,25/01/2012,12/12/2012,0.175,0.175,0.60144
Department of Energy,Web Application Refresh,01/10/2011,30/06/2012,0.171,0.171,0.171
Nuclear Regulatory Commission,Budget App Job Code Enhancement,01/12/2011,01/03/2012,0.17,0.17,0.16939
Nuclear Regulatory Commission,Dynamics,13/06/2011,30/09/2012,0.28,0.17,0.177
Department of Health and Human Services,EHB - RSR 5.x.3,01/07/2012,14/09/2012,0.169,0.169,0.169
Department of Commerce,Support Program Management for OCIO FY11,01/10/2010,30/09/2011,0.166,0.166,0.15052
Nuclear Regulatory Commission,Pro-Model (FY11),01/02/2011,01/08/2011,0.165,0.165,0.165
Department of Labor,Technical Support Services Integration,01/05/2009,30/12/2011,1.735,0.164943,0.075908
Department of Labor,Identity Asset Management (IAM) Development and Modernization Effort-Design & HW Acquisition-20,02/06/2011,03/10/2011,0.161,0.1607,0.1387
Department of Commerce,HSPD 12,01/09/2011,30/09/2012,0.16,0.16,0.09
U.S. Army Corps of Engineers,WCSC Navigation Module Modernization,01/10/2011,30/09/2013,0.65,0.16,0.16
Social Security Administration,iClaim Maintenance,03/10/2011,30/09/2012,0.15956,0.15956,0.40836
Social Security Administration,FY12 - MGMT O/H,01/10/2011,30/09/2012,0.159365,0.159365,0.159366
Department of Education,2012-13 Collection Task 8: Data Dissemination System and Web Tools,01/06/2012,30/11/2013,0.687572,0.159173,0.159173
Department of Homeland Security,CGBI 3.0,08/02/2011,31/03/2012,0.159,0.159,0.07
Social Security Administration,FY12 IRMAA D Equitable Relief,01/10/2011,30/09/2012,0.15717,0.15716,0.05005
General Services Administration,eTMP Database,01/06/2011,15/09/2011,0.156647,0.156647,0.153486
Department of Homeland Security,LAN R6.22-Development,20/06/2011,12/12/2011,1.844,0.155,0.599
Department of Homeland Security,FBASEI R1.6-Development,18/07/2011,31/10/2011,0.155,0.155,0.106
Environmental Protection Agency,Compliance and Program Reporting,01/10/2011,30/09/2012,0.1546,0.1546,0.1546
Environmental Protection Agency,Interoperability and Intraoperability Requirements,01/10/2011,30/09/2012,0.1546,0.1546,0.1546
Environmental Protection Agency,System Integration,01/10/2011,30/09/2012,0.1546,0.1546,0.1546
Environmental Protection Agency,Business Processes and Procedures,01/10/2011,30/09/2012,0.1546,0.1546,0.1546
Environmental Protection Agency,System Level Testing,01/10/2011,30/09/2012,0.1546,0.1546,0.1546
Environmental Protection Agency,System Level Training,01/10/2011,30/09/2012,0.1546,0.1546,0.1546
Environmental Protection Agency,Communications and Outreach,01/10/2011,30/09/2012,0.1546,0.1546,0.1546
Department of Commerce,OFDNET Technology Refresh,31/05/2012,05/02/2013,0.15431,0.15431,0.15431
Nuclear Regulatory Commission,BFS Virtualization,03/01/2012,31/01/2012,0.1504,0.1504,0.1504
Department of Labor,FY11 Quarter 4 e.LORS Application Release.,01/07/2011,30/09/2011,0.15,0.15,0.148
Nuclear Regulatory Commission,EPM SharePoint Customization,03/10/2011,31/03/2012,0.35,0.15,0.15
Department of Agriculture,FMMI Conversion,15/08/2011,30/12/2011,0.15,0.15,0.15
Department of Transportation,Mobile Applications,01/10/2011,30/09/2016,1,0.15,0.166261
Department of Agriculture,SR 20104088 Server Virtualization,06/08/2010,01/06/2012,0.32,0.15,0.15
Small Business Administration,PROJ: HSPD12 FY2012 DME,03/10/2011,28/09/2012,0.37,0.15,0.15
Department of Veterans Affairs,VRE Quality Assurance QA Web,01/09/2011,15/10/2012,0.5,0.15,0.15
Department of Veterans Affairs,Reasonable Accommodation Compliance System,24/02/2011,24/02/2012,0.175,0.15,0.15
Department of Veterans Affairs,EVH Case Management HUD VASH-At-Risk Tracking,07/05/2012,16/11/2012,0.4,0.15,0.15
General Services Administration,Data.gov FY12 DME Innovations,01/10/2011,30/09/2012,0.15,0.15,0.15
Department of Commerce,Industry Accounts Modernization,01/10/2012,31/12/2012,0.2,0.15,0.15
Department of Commerce,Radio Frequency (RF),01/10/2011,30/09/2012,0.15,0.15,0.11
U.S. Army Corps of Engineers,ENGLink Interactive O and M,20/09/1997,30/09/2015,12.047,0.15,0.15
Department of Homeland Security,Deployment to Arizona,15/03/2012,13/01/2013,0.15,0.15,39.545
Department of Labor,Requirements,03/10/2011,30/12/2011,0.14856,0.14856,0.14856
Department of Veterans Affairs,FDA Medication Guides Update,01/10/2009,13/04/2012,1.321277,0.148103,0.148103
